code,metric,axis,rate,dec_p_sub,dec_p_ins,dec_p_del,dec_p_erase,decision_depth,max_drift,trials,ref_bits,edit_distance,edit_rate,lock_bits,mean_lock
K3_R1_2,lock,erase,0.05,0.01,0.01,0.01,0.01,24,8,30,,,,118471,0.8681821
K3_R1_2,lock,erase,0.06,0.01,0.01,0.01,0.01,24,8,30,,,,118472,0.82969284
K3_R1_2,lock,erase,0.07,0.01,0.01,0.01,0.01,24,8,30,,,,118470,0.78888071
K3_R1_2,lock,erase,0.08,0.01,0.01,0.01,0.01,24,8,30,,,,118472,0.75125802
K3_R1_2,lock,erase,0.09,0.01,0.01,0.01,0.01,24,8,30,,,,118475,0.70838272
K3_R1_2,lock,erase,0.1,0.01,0.01,0.01,0.01,24,8,30,,,,118479,0.67054943
K3_R1_2,lock,erase,0.11,0.01,0.01,0.01,0.01,24,8,30,,,,118487,0.63394936
K3_R1_2,lock,erase,0.12,0.01,0.01,0.01,0.01,24,8,30,,,,118488,0.59058436
K3_R1_2,lock,erase,0.13,0.01,0.01,0.01,0.01,24,8,30,,,,118487,0.54630958
K3_R1_2,lock,erase,0.14,0.01,0.01,0.01,0.01,24,8,30,,,,118490,0.5124978
K3_R1_2,lock,erase,0.15,0.01,0.01,0.01,0.01,24,8,30,,,,118497,0.46723474
K3_R1_2,lock,erase,0.16,0.01,0.01,0.01,0.01,24,8,30,,,,118500,0.42931984
K3_R1_2,lock,erase,0.17,0.01,0.01,0.01,0.01,24,8,30,,,,118502,0.38619404
K3_R1_2,lock,erase,0.18,0.01,0.01,0.01,0.01,24,8,30,,,,118499,0.3494464
K3_R1_2,lock,erase,0.19,0.01,0.01,0.01,0.01,24,8,30,,,,118504,0.31800254
K3_R1_2,lock,erase,0.2,0.01,0.01,0.01,0.01,24,8,30,,,,118502,0.27689443
K3_R1_2,lock,erase,0.21,0.01,0.01,0.01,0.01,24,8,30,,,,118503,0.24820326
K3_R1_2,lock,erase,0.22,0.01,0.01,0.01,0.01,24,8,30,,,,118507,0.2076331
K3_R1_2,lock,erase,0.2333,0.01,0.01,0.01,0.01,24,8,30,,,,118514,0.17567746
K3_R1_2,lock,erase,0.2467,0.01,0.01,0.01,0.01,24,8,30,,,,118516,0.14154019
K3_R1_2,lock,erase,0.26,0.01,0.01,0.01,0.01,24,8,30,,,,118517,0.113944
K3_R1_2,lock,erase,0.2733,0.01,0.01,0.01,0.01,24,8,30,,,,118520,0.084743802
K3_R1_2,lock,erase,0.2867,0.01,0.01,0.01,0.01,24,8,30,,,,118525,0.065560375
K3_R1_2,lock,erase,0.3,0.01,0.01,0.01,0.01,24,8,30,,,,118525,0.047238328
K3_R1_2,lock,erase,0.32,0.01,0.01,0.01,0.01,24,8,30,,,,118530,0.029333405
K3_R1_2,lock,erase,0.34,0.01,0.01,0.01,0.01,24,8,30,,,,118529,0.017867277
K3_R1_2,lock,erase,0.36,0.01,0.01,0.01,0.01,24,8,30,,,,118530,0.0092469679
K3_R1_2,lock,erase,0.4067,0.01,0.01,0.01,0.01,24,8,30,,,,118530,0.0018985836
K3_R1_2,lock,erase,0.4533,0.01,0.01,0.01,0.01,24,8,30,,,,118530,0.00018588562
K3_R1_2,lock,erase,0.5,0.01,0.01,0.01,0.01,24,8,30,,,,118535,3.6490012e-05
K3_R1_2,lock,erase,0.6667,0.01,0.01,0.01,0.01,24,8,30,,,,118651,0
K3_R1_2,lock,erase,0.8333,0.01,0.01,0.01,0.01,24,8,30,,,,124381,0
K3_R1_2,lock,erase,1,0.01,0.01,0.01,0.01,24,8,30,,,,126900,0
K7_R1_2,edit,flip,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_2,edit,flip,0.0033,0.01,0.01,0.01,0.01,56,8,30,118320,190,0.0016058147,,
K7_R1_2,edit,flip,0.0067,0.01,0.01,0.01,0.01,56,8,30,118320,574,0.0048512508,,
K7_R1_2,edit,flip,0.01,0.01,0.01,0.01,0.01,56,8,30,118320,1000,0.0084516565,,
K7_R1_2,edit,flip,0.0133,0.01,0.01,0.01,0.01,56,8,30,118320,1448,0.012237999,,
K7_R1_2,edit,flip,0.0167,0.01,0.01,0.01,0.01,56,8,30,118320,2188,0.018492224,,
K7_R1_2,edit,flip,0.02,0.01,0.01,0.01,0.01,56,8,30,118320,2977,0.025160581,,
K7_R1_2,edit,flip,0.025,0.01,0.01,0.01,0.01,56,8,30,118320,4674,0.039503043,,
K7_R1_2,edit,flip,0.03,0.01,0.01,0.01,0.01,56,8,30,118320,5983,0.050566261,,
K7_R1_2,edit,flip,0.035,0.01,0.01,0.01,0.01,56,8,30,118320,8312,0.070250169,,
K7_R1_2,edit,flip,0.04,0.01,0.01,0.01,0.01,56,8,30,118320,10382,0.087745098,,
K7_R1_2,edit,flip,0.045,0.01,0.01,0.01,0.01,56,8,30,118320,12873,0.10879817,,
K7_R1_2,edit,flip,0.05,0.01,0.01,0.01,0.01,56,8,30,118320,14423,0.12189824,,
K7_R1_2,edit,flip,0.0567,0.01,0.01,0.01,0.01,56,8,30,118320,18225,0.15403144,,
K7_R1_2,edit,flip,0.0633,0.01,0.01,0.01,0.01,56,8,30,118320,19995,0.16899087,,
K7_R1_2,edit,flip,0.07,0.01,0.01,0.01,0.01,56,8,30,118320,23392,0.19770115,,
K7_R1_2,edit,flip,0.0767,0.01,0.01,0.01,0.01,56,8,30,118320,25652,0.21680189,,
K7_R1_2,edit,flip,0.0833,0.01,0.01,0.01,0.01,56,8,30,118320,28087,0.23738168,,
K7_R1_2,edit,flip,0.09,0.01,0.01,0.01,0.01,56,8,30,118320,28955,0.24471771,,
K7_R1_2,edit,flip,0.1,0.01,0.01,0.01,0.01,56,8,30,118320,31362,0.26506085,,
K7_R1_2,edit,flip,0.11,0.01,0.01,0.01,0.01,56,8,30,118320,33406,0.28233604,,
K7_R1_2,edit,flip,0.12,0.01,0.01,0.01,0.01,56,8,30,118320,34824,0.29432049,,
K7_R1_2,edit,flip,0.1333,0.01,0.01,0.01,0.01,56,8,30,118320,35740,0.3020622,,
K7_R1_2,edit,flip,0.1467,0.01,0.01,0.01,0.01,56,8,30,118320,36964,0.31240703,,
K7_R1_2,edit,flip,0.16,0.01,0.01,0.01,0.01,56,8,30,118320,36917,0.3120098,,
K7_R1_2,edit,flip,0.1733,0.01,0.01,0.01,0.01,56,8,30,118320,37378,0.31590602,,
K7_R1_2,edit,flip,0.1867,0.01,0.01,0.01,0.01,56,8,30,118320,37785,0.31934584,,
K7_R1_2,edit,flip,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,37556,0.31741041,,
K7_R1_2,edit,flip,0.2167,0.01,0.01,0.01,0.01,56,8,30,118320,38035,0.32145876,,
K7_R1_2,edit,flip,0.2333,0.01,0.01,0.01,0.01,56,8,30,118320,38126,0.32222786,,
K7_R1_2,edit,flip,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,38075,0.32179682,,
K7_R1_2,edit,insert,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_2,edit,insert,0.0017,0.01,0.01,0.01,0.01,56,8,30,118320,171,0.0014452333,,
K7_R1_2,edit,insert,0.0033,0.01,0.01,0.01,0.01,56,8,30,118320,412,0.0034820825,,
K7_R1_2,edit,insert,0.005,0.01,0.01,0.01,0.01,56,8,30,118320,729,0.0061612576,,
K7_R1_2,edit,insert,0.0067,0.01,0.01,0.01,0.01,56,8,30,118320,1072,0.0090601758,,
K7_R1_2,edit,insert,0.0083,0.01,0.01,0.01,0.01,56,8,30,118320,1543,0.013040906,,
K7_R1_2,edit,insert,0.01,0.01,0.01,0.01,0.01,56,8,30,118320,1914,0.016176471,,
K7_R1_2,edit,insert,0.0133,0.01,0.01,0.01,0.01,56,8,30,118320,2840,0.024002705,,
K7_R1_2,edit,insert,0.0167,0.01,0.01,0.01,0.01,56,8,30,118320,3929,0.033206558,,
K7_R1_2,edit,insert,0.02,0.01,0.01,0.01,0.01,56,8,30,118320,5497,0.046458756,,
K7_R1_2,edit,insert,0.025,0.01,0.01,0.01,0.01,56,8,30,118320,7399,0.062533807,,
K7_R1_2,edit,insert,0.03,0.01,0.01,0.01,0.01,56,8,30,118320,9537,0.080603448,,
K7_R1_2,edit,insert,0.035,0.01,0.01,0.01,0.01,56,8,30,118320,11452,0.096788371,,
K7_R1_2,edit,insert,0.04,0.01,0.01,0.01,0.01,56,8,30,118320,13163,0.11124915,,
K7_R1_2,edit,insert,0.045,0.01,0.01,0.01,0.01,56,8,30,118320,14808,0.12515213,,
K7_R1_2,edit,insert,0.05,0.01,0.01,0.01,0.01,56,8,30,118320,17002,0.14369506,,
K7_R1_2,edit,insert,0.0567,0.01,0.01,0.01,0.01,56,8,30,118320,19931,0.16844997,,
K7_R1_2,edit,insert,0.0633,0.01,0.01,0.01,0.01,56,8,30,118320,22690,0.19176809,,
K7_R1_2,edit,insert,0.07,0.01,0.01,0.01,0.01,56,8,30,118320,24799,0.20959263,,
K7_R1_2,edit,insert,0.08,0.01,0.01,0.01,0.01,56,8,30,118320,27740,0.23444895,,
K7_R1_2,edit,insert,0.09,0.01,0.01,0.01,0.01,56,8,30,118320,31449,0.26579615,,
K7_R1_2,edit,insert,0.1,0.01,0.01,0.01,0.01,56,8,30,118320,34439,0.2910666,,
K7_R1_2,edit,insert,0.1133,0.01,0.01,0.01,0.01,56,8,30,118320,37105,0.31359872,,
K7_R1_2,edit,insert,0.1267,0.01,0.01,0.01,0.01,56,8,30,118320,38265,0.32340264,,
K7_R1_2,edit,insert,0.14,0.01,0.01,0.01,0.01,56,8,30,118320,38610,0.32631846,,
K7_R1_2,edit,insert,0.16,0.01,0.01,0.01,0.01,56,8,30,118320,39087,0.3303499,,
K7_R1_2,edit,insert,0.18,0.01,0.01,0.01,0.01,56,8,30,118320,38857,0.32840602,,
K7_R1_2,edit,insert,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,39243,0.33166836,,
K7_R1_2,edit,insert,0.2167,0.01,0.01,0.01,0.01,56,8,30,118320,39042,0.32996957,,
K7_R1_2,edit,insert,0.2333,0.01,0.01,0.01,0.01,56,8,30,118320,38907,0.3288286,,
K7_R1_2,edit,insert,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,39033,0.32989351,,
K7_R1_2,edit,delete,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_2,edit,delete,0.0033,0.01,0.01,0.01,0.01,56,8,30,118320,60,0.00050709939,,
K7_R1_2,edit,delete,0.0067,0.01,0.01,0.01,0.01,56,8,30,118320,68,0.00057471264,,
K7_R1_2,edit,delete,0.01,0.01,0.01,0.01,0.01,56,8,30,118320,187,0.0015804598,,
K7_R1_2,edit,delete,0.0133,0.01,0.01,0.01,0.01,56,8,30,118320,482,0.0040736984,,
K7_R1_2,edit,delete,0.0167,0.01,0.01,0.01,0.01,56,8,30,118320,489,0.00413286,,
K7_R1_2,edit,delete,0.02,0.01,0.01,0.01,0.01,56,8,30,118320,1368,0.011561866,,
K7_R1_2,edit,delete,0.0233,0.01,0.01,0.01,0.01,56,8,30,118320,2727,0.023047667,,
K7_R1_2,edit,delete,0.0267,0.01,0.01,0.01,0.01,56,8,30,118320,4536,0.038336714,,
K7_R1_2,edit,delete,0.03,0.01,0.01,0.01,0.01,56,8,30,118320,5847,0.049416836,,
K7_R1_2,edit,delete,0.0367,0.01,0.01,0.01,0.01,56,8,30,118320,8629,0.072929344,,
K7_R1_2,edit,delete,0.0433,0.01,0.01,0.01,0.01,56,8,30,118320,11256,0.095131846,,
K7_R1_2,edit,delete,0.05,0.01,0.01,0.01,0.01,56,8,30,118320,14051,0.11875423,,
K7_R1_2,edit,delete,0.0567,0.01,0.01,0.01,0.01,56,8,30,118320,16040,0.13556457,,
K7_R1_2,edit,delete,0.0633,0.01,0.01,0.01,0.01,56,8,30,118320,18937,0.16004902,,
K7_R1_2,edit,delete,0.07,0.01,0.01,0.01,0.01,56,8,30,118320,19922,0.1683739,,
K7_R1_2,edit,delete,0.0767,0.01,0.01,0.01,0.01,56,8,30,118320,22199,0.18761832,,
K7_R1_2,edit,delete,0.0833,0.01,0.01,0.01,0.01,56,8,30,118320,23745,0.20068458,,
K7_R1_2,edit,delete,0.09,0.01,0.01,0.01,0.01,56,8,30,118320,25184,0.21284652,,
K7_R1_2,edit,delete,0.1,0.01,0.01,0.01,0.01,56,8,30,118320,26856,0.22697769,,
K7_R1_2,edit,delete,0.11,0.01,0.01,0.01,0.01,56,8,30,118320,28965,0.24480223,,
K7_R1_2,edit,delete,0.12,0.01,0.01,0.01,0.01,56,8,30,118320,30740,0.25980392,,
K7_R1_2,edit,delete,0.1333,0.01,0.01,0.01,0.01,56,8,30,118320,32303,0.27301386,,
K7_R1_2,edit,delete,0.1467,0.01,0.01,0.01,0.01,56,8,30,118320,33537,0.2834432,,
K7_R1_2,edit,delete,0.16,0.01,0.01,0.01,0.01,56,8,30,118320,34441,0.2910835,,
K7_R1_2,edit,delete,0.1733,0.01,0.01,0.01,0.01,56,8,30,118320,35298,0.29832657,,
K7_R1_2,edit,delete,0.1867,0.01,0.01,0.01,0.01,56,8,30,118320,35931,0.30367647,,
K7_R1_2,edit,delete,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,36390,0.30755578,,
K7_R1_2,edit,delete,0.2167,0.01,0.01,0.01,0.01,56,8,30,118320,37149,0.31397059,,
K7_R1_2,edit,delete,0.2333,0.01,0.01,0.01,0.01,56,8,30,118320,37857,0.31995436,,
K7_R1_2,edit,delete,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,38486,0.32527045,,
K7_R1_2,edit,erase,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_2,edit,erase,0.0667,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_2,edit,erase,0.1333,0.01,0.01,0.01,0.01,56,8,30,118320,2,1.6903313e-05,,
K7_R1_2,edit,erase,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,18,0.00015212982,,
K7_R1_2,edit,erase,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,34,0.00028735632,,
K7_R1_2,edit,erase,0.3,0.01,0.01,0.01,0.01,56,8,30,118320,64,0.00054090602,,
K7_R1_2,edit,erase,0.35,0.01,0.01,0.01,0.01,56,8,30,118320,169,0.00142833,,
K7_R1_2,edit,erase,0.3833,0.01,0.01,0.01,0.01,56,8,30,118320,646,0.0054597701,,
K7_R1_2,edit,erase,0.4167,0.01,0.01,0.01,0.01,56,8,30,118320,2016,0.01703854,,
K7_R1_2,edit,erase,0.45,0.01,0.01,0.01,0.01,56,8,30,118320,6019,0.050870521,,
K7_R1_2,edit,erase,0.4833,0.01,0.01,0.01,0.01,56,8,30,118320,12270,0.10370183,,
K7_R1_2,edit,erase,0.5167,0.01,0.01,0.01,0.01,56,8,30,118320,20877,0.17644523,,
K7_R1_2,edit,erase,0.55,0.01,0.01,0.01,0.01,56,8,30,118320,28632,0.24198783,,
K7_R1_2,edit,erase,0.5733,0.01,0.01,0.01,0.01,56,8,30,118320,31625,0.26728364,,
K7_R1_2,edit,erase,0.5967,0.01,0.01,0.01,0.01,56,8,30,118320,34107,0.28826065,,
K7_R1_2,edit,erase,0.62,0.01,0.01,0.01,0.01,56,8,30,118320,35598,0.30086207,,
K7_R1_2,edit,erase,0.6467,0.01,0.01,0.01,0.01,56,8,30,118320,36672,0.30993915,,
K7_R1_2,edit,erase,0.6733,0.01,0.01,0.01,0.01,56,8,30,118320,37880,0.32014875,,
K7_R1_2,edit,erase,0.7,0.01,0.01,0.01,0.01,56,8,30,118320,38942,0.32912441,,
K7_R1_2,edit,erase,0.7267,0.01,0.01,0.01,0.01,56,8,30,118320,40293,0.3405426,,
K7_R1_2,edit,erase,0.7533,0.01,0.01,0.01,0.01,56,8,30,118320,41834,0.3535666,,
K7_R1_2,edit,erase,0.78,0.01,0.01,0.01,0.01,56,8,30,118320,43834,0.37046991,,
K7_R1_2,edit,erase,0.8033,0.01,0.01,0.01,0.01,56,8,30,118320,45625,0.38560683,,
K7_R1_2,edit,erase,0.8267,0.01,0.01,0.01,0.01,56,8,30,118320,47934,0.4051217,,
K7_R1_2,edit,erase,0.85,0.01,0.01,0.01,0.01,56,8,30,118320,51564,0.43580122,,
K7_R1_2,edit,erase,0.8733,0.01,0.01,0.01,0.01,56,8,30,118320,54438,0.46009128,,
K7_R1_2,edit,erase,0.8967,0.01,0.01,0.01,0.01,56,8,30,118320,56647,0.47876099,,
K7_R1_2,edit,erase,0.92,0.01,0.01,0.01,0.01,56,8,30,118320,59285,0.50105646,,
K7_R1_2,lock,flip,0,0.01,0.01,0.01,0.01,56,8,30,,,,116670,1
K7_R1_2,lock,flip,0.0033,0.01,0.01,0.01,0.01,56,8,30,,,,116672,0.99965242
K7_R1_2,lock,flip,0.0067,0.01,0.01,0.01,0.01,56,8,30,,,,116675,0.99839309
K7_R1_2,lock,flip,0.01,0.01,0.01,0.01,0.01,56,8,30,,,,116682,0.99569478
K7_R1_2,lock,flip,0.0133,0.01,0.01,0.01,0.01,56,8,30,,,,116699,0.99144732
K7_R1_2,lock,flip,0.0167,0.01,0.01,0.01,0.01,56,8,30,,,,116713,0.98558329
K7_R1_2,lock,flip,0.02,0.01,0.01,0.01,0.01,56,8,30,,,,116724,0.97853903
K7_R1_2,lock,flip,0.025,0.01,0.01,0.01,0.01,56,8,30,,,,116768,0.96510273
K7_R1_2,lock,flip,0.03,0.01,0.01,0.01,0.01,56,8,30,,,,116808,0.95106053
K7_R1_2,lock,flip,0.035,0.01,0.01,0.01,0.01,56,8,30,,,,116869,0.93329296
K7_R1_2,lock,flip,0.04,0.01,0.01,0.01,0.01,56,8,30,,,,116949,0.91557348
K7_R1_2,lock,flip,0.045,0.01,0.01,0.01,0.01,56,8,30,,,,117025,0.89704827
K7_R1_2,lock,flip,0.05,0.01,0.01,0.01,0.01,56,8,30,,,,117188,0.88269186
K7_R1_2,lock,flip,0.0567,0.01,0.01,0.01,0.01,56,8,30,,,,117376,0.85652523
K7_R1_2,lock,flip,0.0633,0.01,0.01,0.01,0.01,56,8,30,,,,117575,0.8375445
K7_R1_2,lock,flip,0.07,0.01,0.01,0.01,0.01,56,8,30,,,,117910,0.81264688
K7_R1_2,lock,flip,0.0767,0.01,0.01,0.01,0.01,56,8,30,,,,118107,0.79831471
K7_R1_2,lock,flip,0.0833,0.01,0.01,0.01,0.01,56,8,30,,,,118452,0.77636788
K7_R1_2,lock,flip,0.09,0.01,0.01,0.01,0.01,56,8,30,,,,118783,0.76353147
K7_R1_2,lock,flip,0.1,0.01,0.01,0.01,0.01,56,8,30,,,,119051,0.74794918
K7_R1_2,lock,flip,0.11,0.01,0.01,0.01,0.01,56,8,30,,,,119440,0.73149839
K7_R1_2,lock,flip,0.12,0.01,0.01,0.01,0.01,56,8,30,,,,119718,0.72173043
K7_R1_2,lock,flip,0.1333,0.01,0.01,0.01,0.01,56,8,30,,,,120019,0.70975521
K7_R1_2,lock,flip,0.1467,0.01,0.01,0.01,0.01,56,8,30,,,,120200,0.70301917
K7_R1_2,lock,flip,0.16,0.01,0.01,0.01,0.01,56,8,30,,,,120227,0.69955391
K7_R1_2,lock,flip,0.1733,0.01,0.01,0.01,0.01,56,8,30,,,,120245,0.69626937
K7_R1_2,lock,flip,0.1867,0.01,0.01,0.01,0.01,56,8,30,,,,120296,0.69493341
K7_R1_2,lock,flip,0.2,0.01,0.01,0.01,0.01,56,8,30,,,,120403,0.69388151
K7_R1_2,lock,flip,0.2167,0.01,0.01,0.01,0.01,56,8,30,,,,120447,0.69325703
K7_R1_2,lock,flip,0.2333,0.01,0.01,0.01,0.01,56,8,30,,,,120454,0.69191278
K7_R1_2,lock,flip,0.25,0.01,0.01,0.01,0.01,56,8,30,,,,120417,0.69178391
K7_R1_2,lock,flip,0.2833,0.01,0.01,0.01,0.01,56,8,30,,,,120511,0.69124263
K7_R1_2,lock,flip,0.3167,0.01,0.01,0.01,0.01,56,8,30,,,,120523,0.69149627
K7_R1_2,lock,flip,0.35,0.01,0.01,0.01,0.01,56,8,30,,,,120481,0.69224233
K7_R1_2,lock,flip,0.4167,0.01,0.01,0.01,0.01,56,8,30,,,,120327,0.69191159
K7_R1_2,lock,flip,0.4833,0.01,0.01,0.01,0.01,56,8,30,,,,120459,0.6920515
K7_R1_2,lock,flip,0.55,0.01,0.01,0.01,0.01,56,8,30,,,,120369,0.69197117
K7_R1_2,lock,flip,0.6333,0.01,0.01,0.01,0.01,56,8,30,,,,120513,0.69272408
K7_R1_2,lock,flip,0.7167,0.01,0.01,0.01,0.01,56,8,30,,,,120478,0.69176014
K7_R1_2,lock,flip,0.8,0.01,0.01,0.01,0.01,56,8,30,,,,120409,0.69355829
K7_R1_2,lock,flip,0.8667,0.01,0.01,0.01,0.01,56,8,30,,,,119995,0.71038721
K7_R1_2,lock,flip,0.9333,0.01,0.01,0.01,0.01,56,8,30,,,,117742,0.82256265
K7_R1_2,lock,flip,1,0.01,0.01,0.01,0.01,56,8,30,,,,116670,1
K7_R1_2,lock,insert,0,0.01,0.01,0.01,0.01,56,8,30,,,,116670,1
K7_R1_2,lock,insert,0.0033,0.01,0.01,0.01,0.01,56,8,30,,,,116752,0.9996902
K7_R1_2,lock,insert,0.0067,0.01,0.01,0.01,0.01,56,8,30,,,,116778,0.99819268
K7_R1_2,lock,insert,0.01,0.01,0.01,0.01,0.01,56,8,30,,,,116845,0.99577821
K7_R1_2,lock,insert,0.0133,0.01,0.01,0.01,0.01,56,8,30,,,,116893,0.990973
K7_R1_2,lock,insert,0.0167,0.01,0.01,0.01,0.01,56,8,30,,,,116974,0.98538955
K7_R1_2,lock,insert,0.02,0.01,0.01,0.01,0.01,56,8,30,,,,117097,0.9783088
K7_R1_2,lock,insert,0.025,0.01,0.01,0.01,0.01,56,8,30,,,,117334,0.96543422
K7_R1_2,lock,insert,0.03,0.01,0.01,0.01,0.01,56,8,30,,,,117724,0.94958274
K7_R1_2,lock,insert,0.035,0.01,0.01,0.01,0.01,56,8,30,,,,118065,0.93515834
K7_R1_2,lock,insert,0.04,0.01,0.01,0.01,0.01,56,8,30,,,,118655,0.91669854
K7_R1_2,lock,insert,0.045,0.01,0.01,0.01,0.01,56,8,30,,,,119025,0.90097382
K7_R1_2,lock,insert,0.05,0.01,0.01,0.01,0.01,56,8,30,,,,120050,0.88096009
K7_R1_2,lock,insert,0.0567,0.01,0.01,0.01,0.01,56,8,30,,,,120906,0.86220246
K7_R1_2,lock,insert,0.0633,0.01,0.01,0.01,0.01,56,8,30,,,,122115,0.83950116
K7_R1_2,lock,insert,0.07,0.01,0.01,0.01,0.01,56,8,30,,,,123451,0.82221627
K7_R1_2,lock,insert,0.0767,0.01,0.01,0.01,0.01,56,8,30,,,,124741,0.80147775
K7_R1_2,lock,insert,0.0833,0.01,0.01,0.01,0.01,56,8,30,,,,125625,0.78971885
K7_R1_2,lock,insert,0.09,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.77338792
K7_R1_2,lock,insert,0.1,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.75797972
K7_R1_2,lock,insert,0.11,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.74402976
K7_R1_2,lock,insert,0.12,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.73222093
K7_R1_2,lock,insert,0.1333,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.72247
K7_R1_2,lock,insert,0.1467,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.71458462
K7_R1_2,lock,insert,0.16,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.70884677
K7_R1_2,lock,insert,0.1733,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.70260754
K7_R1_2,lock,insert,0.1867,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.70064477
K7_R1_2,lock,insert,0.2,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69853232
K7_R1_2,lock,insert,0.22,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69548944
K7_R1_2,lock,insert,0.24,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.6943883
K7_R1_2,lock,insert,0.26,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69373968
K7_R1_2,lock,insert,0.29,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69217785
K7_R1_2,lock,insert,0.32,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69225698
K7_R1_2,lock,insert,0.35,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69178808
K7_R1_2,lock,insert,0.4167,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69210398
K7_R1_2,lock,insert,0.4833,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69193663
K7_R1_2,lock,insert,0.55,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69256224
K7_R1_2,lock,insert,0.6333,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69170455
K7_R1_2,lock,insert,0.7167,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69192001
K7_R1_2,lock,insert,0.8,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69159975
K7_R1_2,lock,insert,0.8667,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69222716
K7_R1_2,lock,insert,0.9333,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69130654
K7_R1_2,lock,insert,1,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69194344
K7_R1_2,lock,delete,0,0.01,0.01,0.01,0.01,56,8,30,,,,116670,1
K7_R1_2,lock,delete,0.0033,0.01,0.01,0.01,0.01,56,8,30,,,,116637,0.99970945
K7_R1_2,lock,delete,0.0067,0.01,0.01,0.01,0.01,56,8,30,,,,116636,0.99825198
K7_R1_2,lock,delete,0.01,0.01,0.01,0.01,0.01,56,8,30,,,,116625,0.99607884
K7_R1_2,lock,delete,0.0133,0.01,0.01,0.01,0.01,56,8,30,,,,116618,0.99150726
K7_R1_2,lock,delete,0.0167,0.01,0.01,0.01,0.01,56,8,30,,,,116600,0.9845735
K7_R1_2,lock,delete,0.02,0.01,0.01,0.01,0.01,56,8,30,,,,116596,0.97971445
K7_R1_2,lock,delete,0.025,0.01,0.01,0.01,0.01,56,8,30,,,,116523,0.96819705
K7_R1_2,lock,delete,0.03,0.01,0.01,0.01,0.01,56,8,30,,,,116440,0.95257072
K7_R1_2,lock,delete,0.035,0.01,0.01,0.01,0.01,56,8,30,,,,116297,0.93708871
K7_R1_2,lock,delete,0.04,0.01,0.01,0.01,0.01,56,8,30,,,,116095,0.92146634
K7_R1_2,lock,delete,0.045,0.01,0.01,0.01,0.01,56,8,30,,,,115845,0.90635345
K7_R1_2,lock,delete,0.05,0.01,0.01,0.01,0.01,56,8,30,,,,115588,0.88870234
K7_R1_2,lock,delete,0.0567,0.01,0.01,0.01,0.01,56,8,30,,,,115087,0.86653097
K7_R1_2,lock,delete,0.0633,0.01,0.01,0.01,0.01,56,8,30,,,,114462,0.84816646
K7_R1_2,lock,delete,0.07,0.01,0.01,0.01,0.01,56,8,30,,,,113800,0.82991444
K7_R1_2,lock,delete,0.0767,0.01,0.01,0.01,0.01,56,8,30,,,,112746,0.80999763
K7_R1_2,lock,delete,0.0833,0.01,0.01,0.01,0.01,56,8,30,,,,112184,0.79668721
K7_R1_2,lock,delete,0.09,0.01,0.01,0.01,0.01,56,8,30,,,,111134,0.78154887
K7_R1_2,lock,delete,0.1,0.01,0.01,0.01,0.01,56,8,30,,,,109775,0.76602766
K7_R1_2,lock,delete,0.11,0.01,0.01,0.01,0.01,56,8,30,,,,108408,0.7518369
K7_R1_2,lock,delete,0.12,0.01,0.01,0.01,0.01,56,8,30,,,,106878,0.74070653
