code,metric,axis,rate,dec_p_flip,dec_p_ins,dec_p_del,dec_p_ovr_erase,decision_depth,max_drift,trials,ref_bits,edit_distance,edit_rate,lock_bits,mean_lock
K3_R1_2,lock,erase,0.05,0.01,0.01,0.01,0.01,24,8,30,,,,118471,0.8681821
K3_R1_2,lock,erase,0.06,0.01,0.01,0.01,0.01,24,8,30,,,,118472,0.82969284
K3_R1_2,lock,erase,0.07,0.01,0.01,0.01,0.01,24,8,30,,,,118470,0.78888071
K3_R1_2,lock,erase,0.08,0.01,0.01,0.01,0.01,24,8,30,,,,118472,0.75125802
K3_R1_2,lock,erase,0.09,0.01,0.01,0.01,0.01,24,8,30,,,,118475,0.70838272
K3_R1_2,lock,erase,0.1,0.01,0.01,0.01,0.01,24,8,30,,,,118479,0.67054943
K3_R1_2,lock,erase,0.11,0.01,0.01,0.01,0.01,24,8,30,,,,118487,0.63394936
K3_R1_2,lock,erase,0.12,0.01,0.01,0.01,0.01,24,8,30,,,,118488,0.59058436
K3_R1_2,lock,erase,0.13,0.01,0.01,0.01,0.01,24,8,30,,,,118487,0.54630958
K3_R1_2,lock,erase,0.14,0.01,0.01,0.01,0.01,24,8,30,,,,118490,0.5124978
K3_R1_2,lock,erase,0.15,0.01,0.01,0.01,0.01,24,8,30,,,,118497,0.46723474
K3_R1_2,lock,erase,0.16,0.01,0.01,0.01,0.01,24,8,30,,,,118500,0.42931984
K3_R1_2,lock,erase,0.17,0.01,0.01,0.01,0.01,24,8,30,,,,118502,0.38619404
K3_R1_2,lock,erase,0.18,0.01,0.01,0.01,0.01,24,8,30,,,,118499,0.3494464
K3_R1_2,lock,erase,0.19,0.01,0.01,0.01,0.01,24,8,30,,,,118504,0.31800254
K3_R1_2,lock,erase,0.2,0.01,0.01,0.01,0.01,24,8,30,,,,118502,0.27689443
K3_R1_2,lock,erase,0.21,0.01,0.01,0.01,0.01,24,8,30,,,,118503,0.24820326
K3_R1_2,lock,erase,0.22,0.01,0.01,0.01,0.01,24,8,30,,,,118507,0.2076331
K3_R1_2,lock,erase,0.2333,0.01,0.01,0.01,0.01,24,8,30,,,,118514,0.17567746
K3_R1_2,lock,erase,0.2467,0.01,0.01,0.01,0.01,24,8,30,,,,118516,0.14154019
K3_R1_2,lock,erase,0.26,0.01,0.01,0.01,0.01,24,8,30,,,,118517,0.113944
K3_R1_2,lock,erase,0.2733,0.01,0.01,0.01,0.01,24,8,30,,,,118520,0.084743802
K3_R1_2,lock,erase,0.2867,0.01,0.01,0.01,0.01,24,8,30,,,,118525,0.065560375
K3_R1_2,lock,erase,0.3,0.01,0.01,0.01,0.01,24,8,30,,,,118525,0.047238328
K3_R1_2,lock,erase,0.32,0.01,0.01,0.01,0.01,24,8,30,,,,118530,0.029333405
K3_R1_2,lock,erase,0.34,0.01,0.01,0.01,0.01,24,8,30,,,,118529,0.017867277
K3_R1_2,lock,erase,0.36,0.01,0.01,0.01,0.01,24,8,30,,,,118530,0.0092469679
K3_R1_2,lock,erase,0.4067,0.01,0.01,0.01,0.01,24,8,30,,,,118530,0.0018985836
K3_R1_2,lock,erase,0.4533,0.01,0.01,0.01,0.01,24,8,30,,,,118531,0.00018623554
K3_R1_2,lock,erase,0.5,0.01,0.01,0.01,0.01,24,8,30,,,,118536,3.6489704e-05
K3_R1_2,lock,erase,0.6667,0.01,0.01,0.01,0.01,24,8,30,,,,118659,0
K3_R1_2,lock,erase,0.8333,0.01,0.01,0.01,0.01,24,8,30,,,,124381,0
K3_R1_2,lock,erase,1,0.01,0.01,0.01,0.01,24,8,30,,,,126900,0
K7_R1_2,edit,flip,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_2,edit,flip,0.0033,0.01,0.01,0.01,0.01,56,8,30,118320,28,0.00023664638,,
K7_R1_2,edit,flip,0.0067,0.01,0.01,0.01,0.01,56,8,30,118320,113,0.00095503719,,
K7_R1_2,edit,flip,0.01,0.01,0.01,0.01,0.01,56,8,30,118320,206,0.0017410412,,
K7_R1_2,edit,flip,0.0133,0.01,0.01,0.01,0.01,56,8,30,118320,304,0.0025693036,,
K7_R1_2,edit,flip,0.0167,0.01,0.01,0.01,0.01,56,8,30,118320,468,0.0039553753,,
K7_R1_2,edit,flip,0.02,0.01,0.01,0.01,0.01,56,8,30,118320,698,0.0058992563,,
K7_R1_2,edit,flip,0.025,0.01,0.01,0.01,0.01,56,8,30,118320,1310,0.01107167,,
K7_R1_2,edit,flip,0.03,0.01,0.01,0.01,0.01,56,8,30,118320,1800,0.015212982,,
K7_R1_2,edit,flip,0.035,0.01,0.01,0.01,0.01,56,8,30,118320,2494,0.021078431,,
K7_R1_2,edit,flip,0.04,0.01,0.01,0.01,0.01,56,8,30,118320,3638,0.030747126,,
K7_R1_2,edit,flip,0.045,0.01,0.01,0.01,0.01,56,8,30,118320,4472,0.037795808,,
K7_R1_2,edit,flip,0.05,0.01,0.01,0.01,0.01,56,8,30,118320,5226,0.044168357,,
K7_R1_2,edit,flip,0.0567,0.01,0.01,0.01,0.01,56,8,30,118320,7870,0.066514537,,
K7_R1_2,edit,flip,0.0633,0.01,0.01,0.01,0.01,56,8,30,118320,9233,0.078034145,,
K7_R1_2,edit,flip,0.07,0.01,0.01,0.01,0.01,56,8,30,118320,11438,0.096670047,,
K7_R1_2,edit,flip,0.0767,0.01,0.01,0.01,0.01,56,8,30,118320,13629,0.11518763,,
K7_R1_2,edit,flip,0.0833,0.01,0.01,0.01,0.01,56,8,30,118320,16363,0.13829446,,
K7_R1_2,edit,flip,0.09,0.01,0.01,0.01,0.01,56,8,30,118320,18104,0.15300879,,
K7_R1_2,edit,flip,0.1,0.01,0.01,0.01,0.01,56,8,30,118320,20629,0.17434922,,
K7_R1_2,edit,flip,0.11,0.01,0.01,0.01,0.01,56,8,30,118320,24550,0.20748817,,
K7_R1_2,edit,flip,0.12,0.01,0.01,0.01,0.01,56,8,30,118320,26997,0.22816937,,
K7_R1_2,edit,flip,0.1333,0.01,0.01,0.01,0.01,56,8,30,118320,29768,0.25158891,,
K7_R1_2,edit,flip,0.1467,0.01,0.01,0.01,0.01,56,8,30,118320,32428,0.27407032,,
K7_R1_2,edit,flip,0.16,0.01,0.01,0.01,0.01,56,8,30,118320,33616,0.28411089,,
K7_R1_2,edit,flip,0.1733,0.01,0.01,0.01,0.01,56,8,30,118320,34719,0.29343306,,
K7_R1_2,edit,flip,0.1867,0.01,0.01,0.01,0.01,56,8,30,118320,35042,0.29616295,,
K7_R1_2,edit,flip,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,35364,0.29888438,,
K7_R1_2,edit,flip,0.2167,0.01,0.01,0.01,0.01,56,8,30,118320,35792,0.30250169,,
K7_R1_2,edit,flip,0.2333,0.01,0.01,0.01,0.01,56,8,30,118320,35895,0.30337221,,
K7_R1_2,edit,flip,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,36139,0.30543442,,
K7_R1_2,edit,insert,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_2,edit,insert,0.0017,0.01,0.01,0.01,0.01,56,8,30,118320,81,0.00068458418,,
K7_R1_2,edit,insert,0.0033,0.01,0.01,0.01,0.01,56,8,30,118320,147,0.0012423935,,
K7_R1_2,edit,insert,0.005,0.01,0.01,0.01,0.01,56,8,30,118320,200,0.0016903313,,
K7_R1_2,edit,insert,0.0067,0.01,0.01,0.01,0.01,56,8,30,118320,339,0.0028651116,,
K7_R1_2,edit,insert,0.0083,0.01,0.01,0.01,0.01,56,8,30,118320,492,0.004158215,,
K7_R1_2,edit,insert,0.01,0.01,0.01,0.01,0.01,56,8,30,118320,693,0.005856998,,
K7_R1_2,edit,insert,0.0133,0.01,0.01,0.01,0.01,56,8,30,118320,988,0.0083502366,,
K7_R1_2,edit,insert,0.0167,0.01,0.01,0.01,0.01,56,8,30,118320,1442,0.012187289,,
K7_R1_2,edit,insert,0.02,0.01,0.01,0.01,0.01,56,8,30,118320,1899,0.016049696,,
K7_R1_2,edit,insert,0.025,0.01,0.01,0.01,0.01,56,8,30,118320,2862,0.024188641,,
K7_R1_2,edit,insert,0.03,0.01,0.01,0.01,0.01,56,8,30,118320,3825,0.032327586,,
K7_R1_2,edit,insert,0.035,0.01,0.01,0.01,0.01,56,8,30,118320,4837,0.040880663,,
K7_R1_2,edit,insert,0.04,0.01,0.01,0.01,0.01,56,8,30,118320,5481,0.046323529,,
K7_R1_2,edit,insert,0.045,0.01,0.01,0.01,0.01,56,8,30,118320,6615,0.055907708,,
K7_R1_2,edit,insert,0.05,0.01,0.01,0.01,0.01,56,8,30,118320,8059,0.0681119,,
K7_R1_2,edit,insert,0.0567,0.01,0.01,0.01,0.01,56,8,30,118320,9864,0.08336714,,
K7_R1_2,edit,insert,0.0633,0.01,0.01,0.01,0.01,56,8,30,118320,11867,0.10029581,,
K7_R1_2,edit,insert,0.07,0.01,0.01,0.01,0.01,56,8,30,118320,13601,0.11495098,,
K7_R1_2,edit,insert,0.08,0.01,0.01,0.01,0.01,56,8,30,118320,16500,0.13945233,,
K7_R1_2,edit,insert,0.09,0.01,0.01,0.01,0.01,56,8,30,118320,21681,0.18324037,,
K7_R1_2,edit,insert,0.1,0.01,0.01,0.01,0.01,56,8,30,118320,25510,0.21560176,,
K7_R1_2,edit,insert,0.1133,0.01,0.01,0.01,0.01,56,8,30,118320,29200,0.24678837,,
K7_R1_2,edit,insert,0.1267,0.01,0.01,0.01,0.01,56,8,30,118320,32142,0.27165314,,
K7_R1_2,edit,insert,0.14,0.01,0.01,0.01,0.01,56,8,30,118320,34600,0.29242732,,
K7_R1_2,edit,insert,0.16,0.01,0.01,0.01,0.01,56,8,30,118320,36174,0.30573022,,
K7_R1_2,edit,insert,0.18,0.01,0.01,0.01,0.01,56,8,30,118320,36751,0.31060683,,
K7_R1_2,edit,insert,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,37127,0.31378465,,
K7_R1_2,edit,insert,0.2167,0.01,0.01,0.01,0.01,56,8,30,118320,37254,0.31485801,,
K7_R1_2,edit,insert,0.2333,0.01,0.01,0.01,0.01,56,8,30,118320,37315,0.31537356,,
K7_R1_2,edit,insert,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,37083,0.31341278,,
K7_R1_2,edit,delete,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_2,edit,delete,0.0033,0.01,0.01,0.01,0.01,56,8,30,118320,60,0.00050709939,,
K7_R1_2,edit,delete,0.0067,0.01,0.01,0.01,0.01,56,8,30,118320,63,0.00053245436,,
K7_R1_2,edit,delete,0.01,0.01,0.01,0.01,0.01,56,8,30,118320,84,0.00070993915,,
K7_R1_2,edit,delete,0.0133,0.01,0.01,0.01,0.01,56,8,30,118320,145,0.0012254902,,
K7_R1_2,edit,delete,0.0167,0.01,0.01,0.01,0.01,56,8,30,118320,143,0.0012085869,,
K7_R1_2,edit,delete,0.02,0.01,0.01,0.01,0.01,56,8,30,118320,403,0.0034060176,,
K7_R1_2,edit,delete,0.0233,0.01,0.01,0.01,0.01,56,8,30,118320,730,0.0061697093,,
K7_R1_2,edit,delete,0.0267,0.01,0.01,0.01,0.01,56,8,30,118320,1390,0.011747803,,
K7_R1_2,edit,delete,0.03,0.01,0.01,0.01,0.01,56,8,30,118320,1753,0.014815754,,
K7_R1_2,edit,delete,0.0367,0.01,0.01,0.01,0.01,56,8,30,118320,2641,0.022320825,,
K7_R1_2,edit,delete,0.0433,0.01,0.01,0.01,0.01,56,8,30,118320,4006,0.033857336,,
K7_R1_2,edit,delete,0.05,0.01,0.01,0.01,0.01,56,8,30,118320,5248,0.044354293,,
K7_R1_2,edit,delete,0.0567,0.01,0.01,0.01,0.01,56,8,30,118320,6621,0.055958418,,
K7_R1_2,edit,delete,0.0633,0.01,0.01,0.01,0.01,56,8,30,118320,8364,0.070689655,,
K7_R1_2,edit,delete,0.07,0.01,0.01,0.01,0.01,56,8,30,118320,9660,0.081643002,,
K7_R1_2,edit,delete,0.0767,0.01,0.01,0.01,0.01,56,8,30,118320,11680,0.098715348,,
K7_R1_2,edit,delete,0.0833,0.01,0.01,0.01,0.01,56,8,30,118320,13058,0.11036173,,
K7_R1_2,edit,delete,0.09,0.01,0.01,0.01,0.01,56,8,30,118320,14688,0.12413793,,
K7_R1_2,edit,delete,0.1,0.01,0.01,0.01,0.01,56,8,30,118320,17691,0.14951826,,
K7_R1_2,edit,delete,0.11,0.01,0.01,0.01,0.01,56,8,30,118320,20655,0.17456897,,
K7_R1_2,edit,delete,0.12,0.01,0.01,0.01,0.01,56,8,30,118320,22801,0.19270622,,
K7_R1_2,edit,delete,0.1333,0.01,0.01,0.01,0.01,56,8,30,118320,26182,0.22128127,,
K7_R1_2,edit,delete,0.1467,0.01,0.01,0.01,0.01,56,8,30,118320,28683,0.24241886,,
K7_R1_2,edit,delete,0.16,0.01,0.01,0.01,0.01,56,8,30,118320,30888,0.26105477,,
K7_R1_2,edit,delete,0.1733,0.01,0.01,0.01,0.01,56,8,30,118320,32102,0.27131508,,
K7_R1_2,edit,delete,0.1867,0.01,0.01,0.01,0.01,56,8,30,118320,33723,0.28501521,,
K7_R1_2,edit,delete,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,34934,0.29525017,,
K7_R1_2,edit,delete,0.2167,0.01,0.01,0.01,0.01,56,8,30,118320,36312,0.30689655,,
K7_R1_2,edit,delete,0.2333,0.01,0.01,0.01,0.01,56,8,30,118320,37043,0.31307471,,
K7_R1_2,edit,delete,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,38516,0.325524,,
K7_R1_2,edit,erase,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_2,edit,erase,0.0667,0.01,0.01,0.01,0.01,56,8,30,118320,51,0.00043103448,,
K7_R1_2,edit,erase,0.1333,0.01,0.01,0.01,0.01,56,8,30,118320,202,0.0017072346,,
K7_R1_2,edit,erase,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,1219,0.010302569,,
K7_R1_2,edit,erase,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,3041,0.025701487,,
K7_R1_2,edit,erase,0.3,0.01,0.01,0.01,0.01,56,8,30,118320,4543,0.038395876,,
K7_R1_2,edit,erase,0.35,0.01,0.01,0.01,0.01,56,8,30,118320,6430,0.054344151,,
K7_R1_2,edit,erase,0.3833,0.01,0.01,0.01,0.01,56,8,30,118320,8961,0.075735294,,
K7_R1_2,edit,erase,0.4167,0.01,0.01,0.01,0.01,56,8,30,118320,15614,0.13196416,,
K7_R1_2,edit,erase,0.45,0.01,0.01,0.01,0.01,56,8,30,118320,27531,0.23268256,,
K7_R1_2,edit,erase,0.4833,0.01,0.01,0.01,0.01,56,8,30,118320,47623,0.40249324,,
K7_R1_2,edit,erase,0.5167,0.01,0.01,0.01,0.01,56,8,30,118320,73219,0.61882184,,
K7_R1_2,edit,erase,0.55,0.01,0.01,0.01,0.01,56,8,30,118320,95136,0.8040568,,
K7_R1_2,edit,erase,0.5733,0.01,0.01,0.01,0.01,56,8,30,118320,104676,0.8846856,,
K7_R1_2,edit,erase,0.5967,0.01,0.01,0.01,0.01,56,8,30,118320,110798,0.93642664,,
K7_R1_2,edit,erase,0.62,0.01,0.01,0.01,0.01,56,8,30,118320,114620,0.96872887,,
K7_R1_2,edit,erase,0.6467,0.01,0.01,0.01,0.01,56,8,30,118320,116498,0.98460108,,
K7_R1_2,edit,erase,0.6733,0.01,0.01,0.01,0.01,56,8,30,118320,117796,0.99557133,,
K7_R1_2,edit,erase,0.7,0.01,0.01,0.01,0.01,56,8,30,118320,118234,0.99927316,,
K7_R1_2,edit,erase,0.7267,0.01,0.01,0.01,0.01,56,8,30,118320,118768,1.0037863,,
K7_R1_2,edit,erase,0.7533,0.01,0.01,0.01,0.01,56,8,30,118320,119216,1.0075727,,
K7_R1_2,edit,erase,0.78,0.01,0.01,0.01,0.01,56,8,30,118320,120290,1.0166498,,
K7_R1_2,edit,erase,0.8033,0.01,0.01,0.01,0.01,56,8,30,118320,121366,1.0257437,,
K7_R1_2,edit,erase,0.8267,0.01,0.01,0.01,0.01,56,8,30,118320,123276,1.0418864,,
K7_R1_2,edit,erase,0.85,0.01,0.01,0.01,0.01,56,8,30,118320,125664,1.062069,,
K7_R1_2,edit,erase,0.8733,0.01,0.01,0.01,0.01,56,8,30,118320,125820,1.0633874,,
K7_R1_2,edit,erase,0.8967,0.01,0.01,0.01,0.01,56,8,30,118320,125820,1.0633874,,
K7_R1_2,edit,erase,0.92,0.01,0.01,0.01,0.01,56,8,30,118320,125820,1.0633874,,
K7_R1_2,lock,flip,0,0.01,0.01,0.01,0.01,56,8,30,,,,116670,1
K7_R1_2,lock,flip,0.0033,0.01,0.01,0.01,0.01,56,8,30,,,,116672,0.99965242
K7_R1_2,lock,flip,0.0067,0.01,0.01,0.01,0.01,56,8,30,,,,116675,0.99839309
K7_R1_2,lock,flip,0.01,0.01,0.01,0.01,0.01,56,8,30,,,,116682,0.99569478
K7_R1_2,lock,flip,0.0133,0.01,0.01,0.01,0.01,56,8,30,,,,116699,0.99144732
K7_R1_2,lock,flip,0.0167,0.01,0.01,0.01,0.01,56,8,30,,,,116713,0.98558329
K7_R1_2,lock,flip,0.02,0.01,0.01,0.01,0.01,56,8,30,,,,116724,0.97853903
K7_R1_2,lock,flip,0.025,0.01,0.01,0.01,0.01,56,8,30,,,,116768,0.96510273
K7_R1_2,lock,flip,0.03,0.01,0.01,0.01,0.01,56,8,30,,,,116808,0.95106053
K7_R1_2,lock,flip,0.035,0.01,0.01,0.01,0.01,56,8,30,,,,116869,0.93329296
K7_R1_2,lock,flip,0.04,0.01,0.01,0.01,0.01,56,8,30,,,,116949,0.91557348
K7_R1_2,lock,flip,0.045,0.01,0.01,0.01,0.01,56,8,30,,,,117025,0.89704827
K7_R1_2,lock,flip,0.05,0.01,0.01,0.01,0.01,56,8,30,,,,117188,0.88269186
K7_R1_2,lock,flip,0.0567,0.01,0.01,0.01,0.01,56,8,30,,,,117376,0.85652523
K7_R1_2,lock,flip,0.0633,0.01,0.01,0.01,0.01,56,8,30,,,,117575,0.8375445
K7_R1_2,lock,flip,0.07,0.01,0.01,0.01,0.01,56,8,30,,,,117910,0.81264688
K7_R1_2,lock,flip,0.0767,0.01,0.01,0.01,0.01,56,8,30,,,,118107,0.79831471
K7_R1_2,lock,flip,0.0833,0.01,0.01,0.01,0.01,56,8,30,,,,118452,0.77636788
K7_R1_2,lock,flip,0.09,0.01,0.01,0.01,0.01,56,8,30,,,,118783,0.76353147
K7_R1_2,lock,flip,0.1,0.01,0.01,0.01,0.01,56,8,30,,,,119051,0.74794918
K7_R1_2,lock,flip,0.11,0.01,0.01,0.01,0.01,56,8,30,,,,119440,0.73149839
K7_R1_2,lock,flip,0.12,0.01,0.01,0.01,0.01,56,8,30,,,,119718,0.72173043
K7_R1_2,lock,flip,0.1333,0.01,0.01,0.01,0.01,56,8,30,,,,120019,0.70975521
K7_R1_2,lock,flip,0.1467,0.01,0.01,0.01,0.01,56,8,30,,,,120200,0.70301917
K7_R1_2,lock,flip,0.16,0.01,0.01,0.01,0.01,56,8,30,,,,120227,0.69955391
K7_R1_2,lock,flip,0.1733,0.01,0.01,0.01,0.01,56,8,30,,,,120245,0.69626937
K7_R1_2,lock,flip,0.1867,0.01,0.01,0.01,0.01,56,8,30,,,,120296,0.69493341
K7_R1_2,lock,flip,0.2,0.01,0.01,0.01,0.01,56,8,30,,,,120403,0.69388151
K7_R1_2,lock,flip,0.2167,0.01,0.01,0.01,0.01,56,8,30,,,,120447,0.69325703
K7_R1_2,lock,flip,0.2333,0.01,0.01,0.01,0.01,56,8,30,,,,120454,0.69191278
K7_R1_2,lock,flip,0.25,0.01,0.01,0.01,0.01,56,8,30,,,,120417,0.69178391
K7_R1_2,lock,flip,0.2833,0.01,0.01,0.01,0.01,56,8,30,,,,120511,0.69124263
K7_R1_2,lock,flip,0.3167,0.01,0.01,0.01,0.01,56,8,30,,,,120523,0.69149627
K7_R1_2,lock,flip,0.35,0.01,0.01,0.01,0.01,56,8,30,,,,120481,0.69224233
K7_R1_2,lock,flip,0.4167,0.01,0.01,0.01,0.01,56,8,30,,,,120327,0.69191159
K7_R1_2,lock,flip,0.4833,0.01,0.01,0.01,0.01,56,8,30,,,,120459,0.6920515
K7_R1_2,lock,flip,0.55,0.01,0.01,0.01,0.01,56,8,30,,,,120369,0.69197117
K7_R1_2,lock,flip,0.6333,0.01,0.01,0.01,0.01,56,8,30,,,,120513,0.69272408
K7_R1_2,lock,flip,0.7167,0.01,0.01,0.01,0.01,56,8,30,,,,120478,0.69176014
K7_R1_2,lock,flip,0.8,0.01,0.01,0.01,0.01,56,8,30,,,,120409,0.69355829
K7_R1_2,lock,flip,0.8667,0.01,0.01,0.01,0.01,56,8,30,,,,119995,0.71038721
K7_R1_2,lock,flip,0.9333,0.01,0.01,0.01,0.01,56,8,30,,,,117742,0.82256265
K7_R1_2,lock,flip,1,0.01,0.01,0.01,0.01,56,8,30,,,,116670,1
K7_R1_2,lock,insert,0,0.01,0.01,0.01,0.01,56,8,30,,,,116670,1
K7_R1_2,lock,insert,0.0033,0.01,0.01,0.01,0.01,56,8,30,,,,116752,0.9996902
K7_R1_2,lock,insert,0.0067,0.01,0.01,0.01,0.01,56,8,30,,,,116778,0.99819268
K7_R1_2,lock,insert,0.01,0.01,0.01,0.01,0.01,56,8,30,,,,116845,0.99577821
K7_R1_2,lock,insert,0.0133,0.01,0.01,0.01,0.01,56,8,30,,,,116893,0.990973
K7_R1_2,lock,insert,0.0167,0.01,0.01,0.01,0.01,56,8,30,,,,116974,0.98538955
K7_R1_2,lock,insert,0.02,0.01,0.01,0.01,0.01,56,8,30,,,,117097,0.9783088
K7_R1_2,lock,insert,0.025,0.01,0.01,0.01,0.01,56,8,30,,,,117334,0.96543422
K7_R1_2,lock,insert,0.03,0.01,0.01,0.01,0.01,56,8,30,,,,117724,0.94958274
K7_R1_2,lock,insert,0.035,0.01,0.01,0.01,0.01,56,8,30,,,,118065,0.93515834
K7_R1_2,lock,insert,0.04,0.01,0.01,0.01,0.01,56,8,30,,,,118655,0.91669854
K7_R1_2,lock,insert,0.045,0.01,0.01,0.01,0.01,56,8,30,,,,119025,0.90097382
K7_R1_2,lock,insert,0.05,0.01,0.01,0.01,0.01,56,8,30,,,,120050,0.88096009
K7_R1_2,lock,insert,0.0567,0.01,0.01,0.01,0.01,56,8,30,,,,120906,0.86220246
K7_R1_2,lock,insert,0.0633,0.01,0.01,0.01,0.01,56,8,30,,,,122115,0.83950116
K7_R1_2,lock,insert,0.07,0.01,0.01,0.01,0.01,56,8,30,,,,123451,0.82221627
K7_R1_2,lock,insert,0.0767,0.01,0.01,0.01,0.01,56,8,30,,,,124741,0.80147775
K7_R1_2,lock,insert,0.0833,0.01,0.01,0.01,0.01,56,8,30,,,,125625,0.78971885
K7_R1_2,lock,insert,0.09,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.77338792
K7_R1_2,lock,insert,0.1,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.75797972
K7_R1_2,lock,insert,0.11,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.74402976
K7_R1_2,lock,insert,0.12,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.73222093
K7_R1_2,lock,insert,0.1333,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.72247
K7_R1_2,lock,insert,0.1467,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.71458462
K7_R1_2,lock,insert,0.16,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.70884677
K7_R1_2,lock,insert,0.1733,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.70260754
K7_R1_2,lock,insert,0.1867,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.70064477
K7_R1_2,lock,insert,0.2,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69853232
K7_R1_2,lock,insert,0.22,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69548944
K7_R1_2,lock,insert,0.24,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.6943883
K7_R1_2,lock,insert,0.26,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69373968
K7_R1_2,lock,insert,0.29,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69217785
K7_R1_2,lock,insert,0.32,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69225698
K7_R1_2,lock,insert,0.35,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69178808
K7_R1_2,lock,insert,0.4167,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69210398
K7_R1_2,lock,insert,0.4833,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69193663
K7_R1_2,lock,insert,0.55,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69256224
K7_R1_2,lock,insert,0.6333,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69170455
K7_R1_2,lock,insert,0.7167,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69192001
K7_R1_2,lock,insert,0.8,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69159975
K7_R1_2,lock,insert,0.8667,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69222716
K7_R1_2,lock,insert,0.9333,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69130654
K7_R1_2,lock,insert,1,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.69194344
K7_R1_2,lock,delete,0,0.01,0.01,0.01,0.01,56,8,30,,,,116670,1
K7_R1_2,lock,delete,0.0033,0.01,0.01,0.01,0.01,56,8,30,,,,116637,0.99970945
K7_R1_2,lock,delete,0.0067,0.01,0.01,0.01,0.01,56,8,30,,,,116636,0.99825198
K7_R1_2,lock,delete,0.01,0.01,0.01,0.01,0.01,56,8,30,,,,116625,0.99607884
K7_R1_2,lock,delete,0.0133,0.01,0.01,0.01,0.01,56,8,30,,,,116618,0.99150726
K7_R1_2,lock,delete,0.0167,0.01,0.01,0.01,0.01,56,8,30,,,,116600,0.9845735
K7_R1_2,lock,delete,0.02,0.01,0.01,0.01,0.01,56,8,30,,,,116596,0.97971445
K7_R1_2,lock,delete,0.025,0.01,0.01,0.01,0.01,56,8,30,,,,116523,0.96819705
K7_R1_2,lock,delete,0.03,0.01,0.01,0.01,0.01,56,8,30,,,,116440,0.95257072
K7_R1_2,lock,delete,0.035,0.01,0.01,0.01,0.01,56,8,30,,,,116297,0.93708871
K7_R1_2,lock,delete,0.04,0.01,0.01,0.01,0.01,56,8,30,,,,116095,0.92146634
K7_R1_2,lock,delete,0.045,0.01,0.01,0.01,0.01,56,8,30,,,,115845,0.90635345
K7_R1_2,lock,delete,0.05,0.01,0.01,0.01,0.01,56,8,30,,,,115588,0.88870234
K7_R1_2,lock,delete,0.0567,0.01,0.01,0.01,0.01,56,8,30,,,,115087,0.86653097
K7_R1_2,lock,delete,0.0633,0.01,0.01,0.01,0.01,56,8,30,,,,114462,0.84816646
K7_R1_2,lock,delete,0.07,0.01,0.01,0.01,0.01,56,8,30,,,,113800,0.82991444
K7_R1_2,lock,delete,0.0767,0.01,0.01,0.01,0.01,56,8,30,,,,112746,0.80999763
K7_R1_2,lock,delete,0.0833,0.01,0.01,0.01,0.01,56,8,30,,,,112184,0.79668721
K7_R1_2,lock,delete,0.09,0.01,0.01,0.01,0.01,56,8,30,,,,111134,0.78154887
K7_R1_2,lock,delete,0.1,0.01,0.01,0.01,0.01,56,8,30,,,,109775,0.76602766
K7_R1_2,lock,delete,0.11,0.01,0.01,0.01,0.01,56,8,30,,,,108408,0.7518369
