code,metric,axis,rate,dec_p_flip,dec_p_ins,dec_p_del,dec_p_ovr_erase,decision_depth,max_drift,trials,ref_bits,edit_distance,edit_rate,lock_bits,mean_lock,detect_samples,mean_detect
K3_R1_2,edit,erase,0.6,0.005,0,0,0.6,24,0,30,119280,0,0,,,,
K3_R1_2,edit,erase,0.7,0.005,0,0,0.7,24,0,30,119280,0,0,,,,
K3_R1_2,edit,erase,0.8,0.005,0,0,0.8,24,0,30,119280,0,0,,,,
K3_R1_2,edit,erase,0.9,0.005,0,0,0.9,24,0,30,119280,0,0,,,,
K3_R1_2,edit,delete,0.97,0.005,0.001,0.97,0,24,8,30,119280,126900,1.0638833,,,,
K3_R1_2,edit,erase,0.97,0.005,0,0,0.97,24,0,30,119280,0,0,,,,
K3_R1_2,lock,flip,0,0.001,0,0,0,24,0,30,,,,118590,0.99997315,,
K3_R1_2,lock,flip,0.1,0.1,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.2,0.2,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.3,0.3,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.4,0.4,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.47,0.47,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.49,0.49,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.5,0.5,0,0,0,24,0,30,,,,118590,0,,
K3_R1_2,lock,flip,0.51,0.51,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.53,0.53,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.6,0.6,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.7,0.7,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.78,0.78,0,0,0,24,0,30,,,,118590,1,,
K3_R1_2,lock,flip,0.82,0.82,0,0,0,24,0,30,,,,118590,0.9984365,,
K3_R1_2,lock,flip,0.85,0.85,0,0,0,24,0,30,,,,118590,0.90469449,,
K3_R1_2,lock,flip,0.88,0.88,0,0,0,24,0,30,,,,118590,0.75432843,,
K3_R1_2,lock,flip,0.9,0.9,0,0,0,24,0,30,,,,118590,0.6666149,,
K3_R1_2,lock,flip,0.92,0.92,0,0,0,24,0,30,,,,118590,0.58725503,,
K3_R1_2,lock,flip,0.94,0.94,0,0,0,24,0,30,,,,118590,0.51510971,,
K3_R1_2,lock,flip,0.95,0.95,0,0,0,24,0,30,,,,118590,0.48144188,,
K3_R1_2,lock,flip,0.96,0.96,0,0,0,24,0,30,,,,118590,0.44923788,,
K3_R1_2,lock,flip,0.97,0.97,0,0,0,24,0,30,,,,118590,0.41840426,,
K3_R1_2,lock,insert,0,0.005,0.001,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.1,0.005,0.1,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.2,0.005,0.2,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.3,0.005,0.3,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.4,0.005,0.4,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.5,0.005,0.5,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.6,0.005,0.6,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.7,0.005,0.7,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.8,0.005,0.8,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.9,0.005,0.9,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,insert,0.97,0.005,0.97,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,delete,0,0.005,0.001,0.001,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,delete,0.1,0.005,0.001,0.1,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,delete,0.2,0.005,0.001,0.2,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,delete,0.3,0.005,0.001,0.3,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,delete,0.4,0.005,0.001,0.4,0,24,8,30,,,,118470,1,,
K3_R1_2,lock,delete,0.5,0.005,0.001,0.5,0,24,8,30,,,,126900,1,,
K3_R1_2,lock,delete,0.6,0.005,0.001,0.6,0,24,8,30,,,,126900,1,,
K3_R1_2,lock,delete,0.7,0.005,0.001,0.7,0,24,8,30,,,,126900,1,,
K3_R1_2,lock,delete,0.8,0.005,0.001,0.8,0,24,8,30,,,,126900,1,,
K3_R1_2,lock,delete,0.9,0.005,0.001,0.9,0,24,8,30,,,,126900,1,,
K3_R1_2,lock,erase,0,0.005,0,0,0.001,24,0,30,,,,118590,1,,
K3_R1_2,lock,erase,0.1,0.005,0,0,0.1,24,0,30,,,,118590,1,,
K3_R1_2,lock,erase,0.2,0.005,0,0,0.2,24,0,30,,,,118590,1,,
K3_R1_2,lock,erase,0.3,0.005,0,0,0.3,24,0,30,,,,118590,1,,
K3_R1_2,lock,erase,0.4,0.005,0,0,0.4,24,0,30,,,,118590,1,,
K3_R1_2,lock,delete,0.97,0.005,0.001,0.97,0,24,8,30,,,,126900,1,,
K3_R1_2,lock,erase,0.45,0.005,0,0,0.45,24,0,30,,,,118590,1,,
K3_R1_2,lock,erase,0.5,0.005,0,0,0.5,24,0,30,,,,118590,0.99999926,,
K3_R1_2,lock,erase,0.5333,0.005,0,0,0.5333,24,0,30,,,,118590,0.8994245,,
K3_R1_2,lock,erase,0.5667,0.005,0,0,0.5667,24,0,30,,,,118590,0.74721052,,
K3_R1_2,lock,erase,0.6,0.005,0,0,0.6,24,0,30,,,,118590,0.550191,,
K3_R1_2,lock,erase,0.6333,0.005,0,0,0.6333,24,0,30,,,,118590,0.29328746,,
K3_R1_2,lock,erase,0.6667,0.005,0,0,0.6667,24,0,30,,,,118590,0,,
K3_R1_2,lock,erase,0.7,0.005,0,0,0.7,24,0,30,,,,118590,0,,
K3_R1_2,lock,erase,0.7333,0.005,0,0,0.7333,24,0,30,,,,118590,0,,
K3_R1_2,lock,erase,0.7667,0.005,0,0,0.7667,24,0,30,,,,118590,0,,
K3_R1_2,lock,erase,0.8,0.005,0,0,0.8,24,0,30,,,,118590,0,,
K3_R1_2,lock,erase,0.85,0.005,0,0,0.85,24,0,30,,,,118590,0,,
K3_R1_2,lock,erase,0.9,0.005,0,0,0.9,24,0,30,,,,118590,0,,
K3_R1_2,lock,erase,0.97,0.005,0,0,0.97,24,0,30,,,,118590,0,,
K7_R1_2,edit,flip,0,0.001,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.1,0.1,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.2,0.2,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.3,0.3,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.4,0.4,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.45,0.45,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.47,0.47,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.48,0.48,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.49,0.49,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_2,edit,flip,0.5,0.5,0,0,0,56,0,30,118320,118320,1,,,,
K7_R1_2,edit,flip,0.51,0.51,0,0,0,56,0,30,118320,34980,0.29563895,,,,
K7_R1_2,edit,flip,0.52,0.52,0,0,0,56,0,30,118320,34907,0.29502197,,,,
K7_R1_2,edit,flip,0.53,0.53,0,0,0,56,0,30,118320,34980,0.29563895,,,,
K7_R1_2,edit,flip,0.55,0.55,0,0,0,56,0,30,118320,34997,0.29578262,,,,
K7_R1_2,edit,flip,0.58,0.58,0,0,0,56,0,30,118320,35083,0.29650947,,,,
K7_R1_2,edit,flip,0.62,0.62,0,0,0,56,0,30,118320,35015,0.29593475,,,,
K7_R1_2,edit,flip,0.67,0.67,0,0,0,56,0,30,118320,34789,0.29402468,,,,
K7_R1_2,edit,flip,0.72,0.72,0,0,0,56,0,30,118320,34969,0.29554598,,,,
K7_R1_2,edit,flip,0.78,0.78,0,0,0,56,0,30,118320,35121,0.29683063,,,,
K7_R1_2,edit,flip,0.85,0.85,0,0,0,56,0,30,118320,35044,0.29617985,,,,
K7_R1_2,edit,flip,0.92,0.92,0,0,0,56,0,30,118320,34994,0.29575727,,,,
K7_R1_2,edit,flip,0.97,0.97,0,0,0,56,0,30,118320,35099,0.29664469,,,,
K7_R1_2,edit,insert,0,0.005,0.001,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.1,0.005,0.1,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.2,0.005,0.2,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.3,0.005,0.3,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.4,0.005,0.4,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.5,0.005,0.5,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.6,0.005,0.6,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.7,0.005,0.7,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.8,0.005,0.8,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.9,0.005,0.9,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,insert,0.97,0.005,0.97,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,delete,0,0.005,0.001,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,delete,0.1,0.005,0.001,0.1,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,delete,0.2,0.005,0.001,0.2,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,delete,0.3,0.005,0.001,0.3,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,delete,0.4,0.005,0.001,0.4,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,delete,0.45,0.005,0.001,0.45,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,delete,0.47,0.005,0.001,0.47,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,delete,0.48,0.005,0.001,0.48,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,delete,0.49,0.005,0.001,0.49,0,56,8,30,118320,0,0,,,,
K7_R1_2,edit,delete,0.5,0.005,0.001,0.5,0,56,8,30,118320,121818,1.0295639,,,,
K7_R1_2,edit,delete,0.51,0.005,0.001,0.51,0,56,8,30,118320,125820,1.0633874,,,,
K7_R1_2,edit,delete,0.52,0.005,0.001,0.52,0,56,8,30,118320,125820,1.0633874,,,,
K7_R1_2,edit,delete,0.53,0.005,0.001,0.53,0,56,8,30,118320,121791,1.0293357,,,,
K7_R1_2,edit,delete,0.55,0.005,0.001,0.55,0,56,8,30,118320,125820,1.0633874,,,,
K7_R1_2,edit,delete,0.58,0.005,0.001,0.58,0,56,8,30,118320,116086,0.981119,,,,
K7_R1_2,edit,delete,0.62,0.005,0.001,0.62,0,56,8,30,118320,125820,1.0633874,,,,
K7_R1_2,edit,delete,0.67,0.005,0.001,0.67,0,56,8,30,118320,125820,1.0633874,,,,
K7_R1_2,edit,delete,0.72,0.005,0.001,0.72,0,56,8,30,118320,110907,0.93734787,,,,
K7_R1_2,edit,delete,0.78,0.005,0.001,0.78,0,56,8,30,118320,117158,0.99017918,,,,
K7_R1_2,edit,delete,0.85,0.005,0.001,0.85,0,56,8,30,118320,125820,1.0633874,,,,
K7_R1_2,edit,delete,0.92,0.005,0.001,0.92,0,56,8,30,118320,125820,1.0633874,,,,
K7_R1_2,edit,erase,0,0.005,0,0,0.001,56,0,30,118320,0,0,,,,
K7_R1_2,edit,erase,0.1,0.005,0,0,0.1,56,0,30,118320,0,0,,,,
K7_R1_2,edit,erase,0.2,0.005,0,0,0.2,56,0,30,118320,0,0,,,,
K7_R1_2,edit,erase,0.3,0.005,0,0,0.3,56,0,30,118320,0,0,,,,
K7_R1_2,edit,erase,0.4,0.005,0,0,0.4,56,0,30,118320,0,0,,,,
K7_R1_2,edit,delete,0.97,0.005,0.001,0.97,0,56,8,30,118320,125820,1.0633874,,,,
K7_R1_2,edit,erase,0.5,0.005,0,0,0.5,56,0,30,118320,0,0,,,,
K7_R1_2,edit,erase,0.6,0.005,0,0,0.6,56,0,30,118320,0,0,,,,
K7_R1_2,edit,erase,0.7,0.005,0,0,0.7,56,0,30,118320,0,0,,,,
K7_R1_2,edit,erase,0.8,0.005,0,0,0.8,56,0,30,118320,0,0,,,,
K7_R1_2,edit,erase,0.9,0.005,0,0,0.9,56,0,30,118320,0,0,,,,
K7_R1_2,edit,erase,0.97,0.005,0,0,0.97,56,0,30,118320,0,0,,,,
K7_R1_2,lock,flip,0,0.001,0,0,0,56,0,30,,,,116790,0.99993867,,
K7_R1_2,lock,flip,0.1,0.1,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.2,0.2,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.3,0.3,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.4,0.4,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.47,0.47,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.49,0.49,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.5,0.5,0,0,0,56,0,30,,,,116790,0,,
K7_R1_2,lock,flip,0.51,0.51,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.53,0.53,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.6,0.6,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.7,0.7,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.78,0.78,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.82,0.82,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.85,0.85,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.88,0.88,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.9,0.9,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.92,0.92,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.94,0.94,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.95,0.95,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.96,0.96,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,flip,0.97,0.97,0,0,0,56,0,30,,,,116790,1,,
K7_R1_2,lock,insert,0,0.005,0.001,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,insert,0.1,0.005,0.1,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,insert,0.2,0.005,0.2,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,insert,0.3,0.005,0.3,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,insert,0.4,0.005,0.4,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,insert,0.5,0.005,0.5,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,insert,0.6,0.005,0.6,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,insert,0.7,0.005,0.7,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,insert,0.8,0.005,0.8,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,insert,0.9,0.005,0.9,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,insert,0.97,0.005,0.97,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,delete,0,0.005,0.001,0.001,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,delete,0.1,0.005,0.001,0.1,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,delete,0.2,0.005,0.001,0.2,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,delete,0.3,0.005,0.001,0.3,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,delete,0.4,0.005,0.001,0.4,0,56,8,30,,,,116670,1,,
K7_R1_2,lock,delete,0.5,0.005,0.001,0.5,0,56,8,30,,,,125820,1,,
K7_R1_2,lock,delete,0.6,0.005,0.001,0.6,0,56,8,30,,,,125820,1,,
K7_R1_2,lock,delete,0.7,0.005,0.001,0.7,0,56,8,30,,,,125820,1,,
K7_R1_2,lock,delete,0.8,0.005,0.001,0.8,0,56,8,30,,,,125820,1,,
K7_R1_2,lock,delete,0.9,0.005,0.001,0.9,0,56,8,30,,,,125820,1,,
K7_R1_2,lock,erase,0,0.005,0,0,0.001,56,0,30,,,,116790,1,,
K7_R1_2,lock,erase,0.1,0.005,0,0,0.1,56,0,30,,,,116790,1,,
K7_R1_2,lock,erase,0.2,0.005,0,0,0.2,56,0,30,,,,116790,1,,
K7_R1_2,lock,erase,0.3,0.005,0,0,0.3,56,0,30,,,,116790,1,,
K7_R1_2,lock,erase,0.4,0.005,0,0,0.4,56,0,30,,,,116790,1,,
K7_R1_2,lock,erase,0.45,0.005,0,0,0.45,56,0,30,,,,116790,1,,
K7_R1_2,lock,delete,0.97,0.005,0.001,0.97,0,56,8,30,,,,125820,1,,
K7_R1_2,lock,erase,0.5,0.005,0,0,0.5,56,0,30,,,,116790,0.99999869,,
K7_R1_2,lock,erase,0.5333,0.005,0,0,0.5333,56,0,30,,,,116790,0.89935592,,
K7_R1_2,lock,erase,0.5667,0.005,0,0,0.5667,56,0,30,,,,116790,0.74715355,,
K7_R1_2,lock,erase,0.6,0.005,0,0,0.6,56,0,30,,,,116790,0.55014904,,
K7_R1_2,lock,erase,0.6333,0.005,0,0,0.6333,56,0,30,,,,116790,0.2932651,,
K7_R1_2,lock,erase,0.6667,0.005,0,0,0.6667,56,0,30,,,,116790,0,,
K7_R1_2,lock,erase,0.7,0.005,0,0,0.7,56,0,30,,,,116790,0,,
K7_R1_2,lock,erase,0.7333,0.005,0,0,0.7333,56,0,30,,,,116790,0,,
K7_R1_2,lock,erase,0.7667,0.005,0,0,0.7667,56,0,30,,,,116790,0,,
K7_R1_2,lock,erase,0.8,0.005,0,0,0.8,56,0,30,,,,116790,0,,
K7_R1_2,lock,erase,0.85,0.005,0,0,0.85,56,0,30,,,,116790,0,,
K7_R1_2,lock,erase,0.9,0.005,0,0,0.9,56,0,30,,,,116790,0,,
K7_R1_2,lock,erase,0.97,0.005,0,0,0.97,56,0,30,,,,116790,0,,
K7_R1_3,edit,flip,0,0.001,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_3,edit,flip,0.1,0.1,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_3,edit,flip,0.2,0.2,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_3,edit,flip,0.3,0.3,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_3,edit,flip,0.4,0.4,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_3,edit,flip,0.45,0.45,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_3,edit,flip,0.47,0.47,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_3,edit,flip,0.48,0.48,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_3,edit,flip,0.49,0.49,0,0,0,56,0,30,118320,0,0,,,,
K7_R1_3,edit,flip,0.5,0.5,0,0,0,56,0,30,118320,118320,1,,,,
K7_R1_3,edit,flip,0.51,0.51,0,0,0,56,0,30,118320,51889,0.43854801,,,,
K7_R1_3,edit,flip,0.52,0.52,0,0,0,56,0,30,118320,56123,0.47433232,,,,
K7_R1_3,edit,flip,0.53,0.53,0,0,0,56,0,30,118320,53654,0.45346518,,,,
K7_R1_3,edit,flip,0.55,0.55,0,0,0,56,0,30,118320,87135,0.73643509,,,,
K7_R1_3,edit,flip,0.58,0.58,0,0,0,56,0,30,118320,48397,0.40903482,,,,
K7_R1_3,edit,flip,0.62,0.62,0,0,0,56,0,30,118320,52696,0.44536849,,,,
K7_R1_3,edit,flip,0.67,0.67,0,0,0,56,0,30,118320,47086,0.3979547,,,,
K7_R1_3,edit,flip,0.72,0.72,0,0,0,56,0,30,118320,52652,0.44499662,,,,
K7_R1_3,edit,flip,0.78,0.78,0,0,0,56,0,30,118320,35264,0.29803922,,,,
K7_R1_3,edit,flip,0.85,0.85,0,0,0,56,0,30,118320,41417,0.35004226,,,,
K7_R1_3,edit,flip,0.92,0.92,0,0,0,56,0,30,118320,54931,0.46425794,,,,
K7_R1_3,edit,flip,0.97,0.97,0,0,0,56,0,30,118320,58778,0.49677147,,,,
K7_R1_3,edit,insert,0,0.005,0.001,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_3,edit,insert,0.1,0.005,0.1,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_3,edit,insert,0.2,0.005,0.2,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_3,edit,insert,0.3,0.005,0.3,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_3,edit,insert,0.4,0.005,0.4,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_3,edit,insert,0.5,0.005,0.5,0.001,0,56,8,30,118320,0,0,,,,
K7_R1_3,edit,insert,0.6,0.005,0.6,0.001,0,56,8,30,118320,0,0,,,,
